city,state,zip,county,population,slug,combined_rate,combined_rate_pct,taxable,jurisdiction_levels,needs_review,address_valid,seo_title,meta_description,intro_text
Gulfport,MS,39502,Harrison,71012,gulfport-ms,0.07000,7%,true,STATE,true,skipped,"Gulfport, MS Sales Tax Calculator","The combined sales tax rate in Gulfport, MS is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Gulfport, MS is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Apple Valley,CA,92308,San Bernardino,70924,apple-valley-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Apple Valley, CA Sales Tax Calculator","The combined sales tax rate in Apple Valley, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Apple Valley, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Passaic,NJ,07055,Passaic,70868,passaic-nj,0.06625,6.625%,true,STATE,false,skipped,"Passaic, NJ Sales Tax Calculator","The combined sales tax rate in Passaic, NJ is 6.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Passaic, NJ is 6.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Rapid City,SD,57709,Pennington,70812,rapid-city-sd,0.06200,6.2%,true,STATE|CITY,false,skipped,"Rapid City, SD Sales Tax Calculator","The combined sales tax rate in Rapid City, SD is 6.2%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Rapid City, SD is 6.2%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Layton,UT,84041,Davis,70790,layton-ut,0.06750,6.75%,true,STATE|COUNTY|CITY,false,skipped,"Layton, UT Sales Tax Calculator","The combined sales tax rate in Layton, UT is 6.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Layton, UT is 6.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Lafayette,IN,47905,Tippecanoe,70373,lafayette-in,0.07000,7%,true,STATE,false,skipped,"Lafayette, IN Sales Tax Calculator","The combined sales tax rate in Lafayette, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lafayette, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Turlock,CA,95381,Stanislaus,70365,turlock-ca,0.08625,8.625%,true,STATE|COUNTY|DISTRICT,false,skipped,"Turlock, CA Sales Tax Calculator","The combined sales tax rate in Turlock, CA is 8.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Turlock, CA is 8.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Muncie,IN,47306,Delaware,70316,muncie-in,0.07000,7%,true,STATE,false,skipped,"Muncie, IN Sales Tax Calculator","The combined sales tax rate in Muncie, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Muncie, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Temple,TX,76502,Bell,70190,temple-tx,0.08250,8.25%,true,STATE|COUNTY|CITY,false,skipped,"Temple, TX Sales Tax Calculator","The combined sales tax rate in Temple, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Temple, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Missouri City,TX,77489,Fort Bend,70185,missouri-city-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Missouri City, TX Sales Tax Calculator","The combined sales tax rate in Missouri City, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Missouri City, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Redlands,CA,92375,San Bernardino,69999,redlands-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Redlands, CA Sales Tax Calculator","The combined sales tax rate in Redlands, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Redlands, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Santa Fe,NM,87502,Santa Fe,69976,santa-fe-nm,0.08188,8.188%,true,STATE|COUNTY|CITY,false,skipped,"Santa Fe, NM Sales Tax Calculator","The combined sales tax rate in Santa Fe, NM is 8.188%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Santa Fe, NM is 8.188%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Milpitas,CA,95035,Santa Clara,69783,milpitas-ca,0.10000,10%,true,STATE|COUNTY|DISTRICT,false,skipped,"Milpitas, CA Sales Tax Calculator","The combined sales tax rate in Milpitas, CA is 10%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Milpitas, CA is 10%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Palatine,IL,60078,Cook,69350,palatine-il,0.06500,6.5%,true,STATE|COUNTY,false,skipped,"Palatine, IL Sales Tax Calculator","The combined sales tax rate in Palatine, IL is 6.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Palatine, IL is 6.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Missoula,MT,59801,Missoula,69122,missoula-mt,0.00000,0%,false,,false,skipped,"Missoula, MT Sales Tax Calculator","Missoula, MT has no general sales tax. Use the calculator to check tax by product category and see your total.","Missoula, MT doesn't charge a general sales tax. Use the calculator below to confirm how specific product categories are treated."
Rock Hill,SC,29731,York,69103,rock-hill-sc,0.07000,7%,true,STATE|LOCAL,false,skipped,"Rock Hill, SC Sales Tax Calculator","The combined sales tax rate in Rock Hill, SC is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Rock Hill, SC is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Jacksonville,NC,28541,Onslow,69079,jacksonville-nc,0.07000,7%,true,STATE|COUNTY,false,skipped,"Jacksonville, NC Sales Tax Calculator","The combined sales tax rate in Jacksonville, NC is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Jacksonville, NC is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Franklin,TN,37065,Williamson,68886,franklin-tn,0.09750,9.75%,true,STATE|COUNTY,false,skipped,"Franklin, TN Sales Tax Calculator","The combined sales tax rate in Franklin, TN is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Franklin, TN is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Flagstaff,AZ,86002,Coconino,68667,flagstaff-az,0.09386,9.386%,true,STATE|COUNTY|CITY,false,skipped,"Flagstaff, AZ Sales Tax Calculator","The combined sales tax rate in Flagstaff, AZ is 9.386%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Flagstaff, AZ is 9.386%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Flower Mound,TX,75028,Denton,68609,flower-mound-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Flower Mound, TX Sales Tax Calculator","The combined sales tax rate in Flower Mound, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Flower Mound, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Waterloo,IA,50702,Black Hawk,68366,waterloo-ia,0.07000,7%,true,STATE|LOCAL,false,skipped,"Waterloo, IA Sales Tax Calculator","The combined sales tax rate in Waterloo, IA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Waterloo, IA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Union City,NJ,07087,Hudson,68247,union-city-nj,0.06625,6.625%,true,STATE,false,skipped,"Union City, NJ Sales Tax Calculator","The combined sales tax rate in Union City, NJ is 6.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Union City, NJ is 6.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Mount Vernon,NY,10551,Westchester,68224,mount-vernon-ny,0.08375,8.375%,true,STATE|LOCAL,false,skipped,"Mount Vernon, NY Sales Tax Calculator","The combined sales tax rate in Mount Vernon, NY is 8.375%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Mount Vernon, NY is 8.375%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Fort Myers,FL,33907,Lee,68190,fort-myers-fl,0.06500,6.5%,true,STATE|COUNTY,false,skipped,"Fort Myers, FL Sales Tax Calculator","The combined sales tax rate in Fort Myers, FL is 6.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Fort Myers, FL is 6.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Dothan,AL,36302,Houston,68001,dothan-al,0.04000,4%,true,STATE,true,skipped,"Dothan, AL Sales Tax Calculator","The combined sales tax rate in Dothan, AL is 4%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Dothan, AL is 4%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Rancho Cordova,CA,95670,Sacramento,67911,rancho-cordova-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Rancho Cordova, CA Sales Tax Calculator","The combined sales tax rate in Rancho Cordova, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Rancho Cordova, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Redondo Beach,CA,90278,Los Angeles,67815,redondo-beach-ca,0.09750,9.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Redondo Beach, CA Sales Tax Calculator","The combined sales tax rate in Redondo Beach, CA is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Redondo Beach, CA is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
